Time	Device Name	Type	PID	Tag	Message
07-07 20:57:54.717	Samsung SM-G996B	Warning	1400	BroadcastQueue	intent:Intent { act=android.intent.action.BATTERY_CHANGED flg=0x60000010 (has extras) } is skipped in RestrictedPackage to ProcessRecord{5a81f92 25507:com.facebook.orca/u0a465}
07-07 20:57:54.717	Samsung SM-G996B	Info	1953	AODBatteryManager	updateBatteryData: ACTION_BATTERY_CHANGED
07-07 20:57:54.717	Samsung SM-G996B	Debug	1400	BaseRestrictionMgr	Package: com.facebook.orca, userid: 0, hostingType: broadcast is Restricted by policy: 4 caller is: null
07-07 20:57:54.717	Samsung SM-G996B	Warning	1400	BroadcastQueue	intent:Intent { act=android.intent.action.BATTERY_CHANGED flg=0x60000010 (has extras) } is skipped in RestrictedPackage to ProcessRecord{b084fc0 28779:com.facebook.katana/u0a466}
07-07 20:57:54.716	Samsung SM-G996B	Debug	1400	BaseRestrictionMgr	Package: com.facebook.katana, userid: 0, hostingType: broadcast is Restricted by policy: 4 caller is: null
07-07 20:57:54.716	Samsung SM-G996B	Warning	1400	BroadcastQueue	intent:Intent { act=android.intent.action.BATTERY_CHANGED flg=0x60000010 (has extras) } is skipped in RestrictedPackage to ProcessRecord{b084fc0 28779:com.facebook.katana/u0a466}
07-07 20:57:54.716	Samsung SM-G996B	Debug	1400	BaseRestrictionMgr	Package: com.facebook.katana, userid: 0, hostingType: broadcast is Restricted by policy: 4 caller is: null
07-07 20:57:54.715	Samsung SM-G996B	Debug	1400	SemWifiApBroadcastReceiver	Received : android.intent.action.BATTERY_CHANGED
07-07 20:57:54.715	Samsung SM-G996B	Debug	1400	AdaptiveBrightnessLongtermModelBuilder	Received android.intent.action.BATTERY_CHANGED
07-07 20:57:54.715	Samsung SM-G996B	Debug	1933	SemBigDataInfoController	Intent: android.intent.action.BATTERY_CHANGED
07-07 20:57:54.714	Samsung SM-G996B	Debug	1933	SemBigDataInfoController	Intent: android.intent.action.BATTERY_CHANGED
07-07 20:57:54.714	Samsung SM-G996B	Debug	1400	PhoneWindowManagerExt	ACTION_BATTERY_CHANGED - Level=22, status=2
07-07 20:57:54.714	Samsung SM-G996B	Error	1400	PocketModeEvent	PocketModeSetting is off 
07-07 20:57:54.713	Samsung SM-G996B	Info	1400	DeviceBatteryInfoService	phone battery status: 2
07-07 20:57:54.713	Samsung SM-G996B	Info	1400	DeviceBatteryInfoService	phone battery level: 22
07-07 20:57:54.713	Samsung SM-G996B	Info	1400	DeviceBatteryInfoService	action: android.intent.action.BATTERY_CHANGED
07-07 20:57:54.712	Samsung SM-G996B	Debug	1400	MotionRecognitionService	[SAR]  onReceive : ACTION_BATTERY_CHANGED, Plugged: 2
07-07 20:57:54.710	Samsung SM-G996B	Debug	1400	BatteryService	Sending ACTION_BATTERY_CHANGED: level:22, status:2, health:2, ac:false, usb:true, wireless:false, pogo:false, misc:0x10000, charge_type:1, charger_type:0, voltage:3854, temperature:363, online:5, current_avg:1030, ps:false, hvc:false, capacity:280000, current_event:0x8000, current_now:1219, mcc:0, mcv:0, cc:988460, present:true, scale:100, technology:Li-ion
07-07 20:57:54.708	Samsung SM-G996B	Info	931	android.hardware.health@2.1-service-samsung	updateLrpSysfs: write: 368
07-07 20:57:53.994	Samsung SM-G996B	Debug	1953	DisplayLifecycle	updateDisplay id = 0
07-07 20:57:53.993	Samsung SM-G996B	Debug	943	Sensors	SContext Data Injection return 8
07-07 20:57:53.991	Samsung SM-G996B	Info	21764	BWU@ApWakeupService	Ph_onDisplayChanged() - display id : 0, state : 2, prevDisplayState state : 2 [main] 
07-07 20:57:53.988	Samsung SM-G996B	Error	943	Sensors	inject_scontext_data: New ssp_data_injection_fd(43)
07-07 20:57:53.988	Samsung SM-G996B	Debug	943	Sensors	c1 48 00 10 3c 00 00 00  
07-07 20:57:53.988	Samsung SM-G996B	Debug	1400	SensorService	setSContextDataLocked 100048c1
07-07 20:57:53.988	Samsung SM-G996B	Debug	1400	SensorService	setSContextDataLocked ints length 3 , byte length 8
07-07 20:57:53.988	Samsung SM-G996B	Debug	1400	SGM:FgCheckThread	onLooperPrepared(), msg: MSG_LCD_ON
07-07 20:57:53.988	Samsung SM-G996B	Debug	1400	AODManagerService	requestReCalToTSP IsSingleTouchMode = false / previousDisplayState = ON
07-07 20:57:53.988	Samsung SM-G996B	Debug	1400	MotionRecognitionService	Inject RefreshRate: 60
07-07 20:57:53.987	Samsung SM-G996B	Debug	1400	SGM:GameManager	onDisplayChanged. displyId: 0, state: 2
07-07 20:57:53.987	Samsung SM-G996B	Debug	1400	MotionRecognitionService	[DisplayListener] getRefreshRate 60.000004
07-07 20:57:53.987	Samsung SM-G996B	Debug	1400	LiftUpHandler	[LTW] Stopped already.
07-07 20:57:53.980	Samsung SM-G996B	Info	1400	DisplayDeviceRepository	Display device changed: DisplayDeviceInfo{"Built-in Screen": uniqueId="local:4633128672291735937", 1080 x 2400, modeId 3, defaultModeId 3, supportedModes [{id=1, width=1080, height=2400, fps=120.00001, alternativeRefreshRates=[48.000004, 60.000004, 96.00001]}, {id=2, width=1080, height=2400, fps=96.00001, alternativeRefreshRates=[48.000004, 60.000004, 120.00001]}, {id=3, width=1080, height=2400, fps=60.000004, alternativeRefreshRates=[48.000004, 96.00001, 120.00001]}, {id=4, width=1080, height=2400, fps=48.000004, alternativeRefreshRates=[60.000004, 96.00001, 120.00001]}], colorMode 0, supportedColorModes [0, 6, 7], hdrCapabilities HdrCapabilities{mSupportedHdrTypes=[2, 3, 4], mMaxLuminance=450.0, mMaxAverageLuminance=120.0, mMinLuminance=5.0E-4}, allmSupported false, gameContentTypeSupported false, density 450, 391.885 x 393.29 dpi, appVsyncOff 0, presDeadline 17666666, cutout DisplayCutout{insets=Rect(0, 75 - 0, 0) waterfall=Insets{left=0, top=0, right=0, bottom=0} boundingRect={Bounds=[Rect(0, 0 - 0, 0), Rect(512, 0 - 569, 75), Rect(0, 0 - 0, 0), Rect(0, 0 - 0, 0)]} cutoutPathParserInfo={CutoutPathParserInfo{displayWidth=1080 displayHeight=2400 physicalDisplayWidth=1080 physicalDisplayHeight=2400 density={2.8125} cutoutSpec={M 0, 0 H -10.13333333333333 V 26.66666666666667 H 10.13333333333333 V 0 H 0 Z @dp} rotation={0} scale={1.0} physicalPixelDisplaySizeRatio={1.0}}}}, touch INTERNAL, rotation 0, type INTERNAL, address {port=129, model=0x404c2dfae6a049}, deviceProductInfo DeviceProductInfo{name=samsung lcd  , manufacturerPnpId=SAM, productId=0, modelYear=null, manufactureDate=ManufactureDate{week=16, year=2020}, connectionToSinkType=0}, state ON, frameRateOverride , brightnessMinimum 0.0, brightnessMaximum 1.0, brightnessDefault 0.5019608, roundedCorners RoundedCorners{[RoundedCorner{position=TopLeft, radius=90, center=Point(90, 90)}, RoundedCorner{position=TopRight, radius=90, center=Point(990, 90)}, RoundedCorner{position=BottomRight, radius=90, center=Point(990, 2310)}, RoundedCorner{position=BottomLeft, radius=90, center=Point(90, 2310)}]}, FLAG_ALLOWED_TO_BE_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS, installOrientation 0}
07-07 20:57:53.979	Samsung SM-G996B	Debug	1400	LocalDisplayAdapter	updateActiveModeLocked for d=4633128672291735937, mActiveModeId=3, mActiveSfDisplayMode=DisplayMode{id=2, width=1080, height=2400, xDpi=391.885, yDpi=393.29, refreshRate=60.000004, appVsyncOffsetNanos=0, presentationDeadlineNanos=17666666, group=0}
07-07 20:57:53.954	Samsung SM-G996B	Debug	1953	NetworkController.WifiSignalController	notifyListener: visible=true, connected=true, inetCondition=1, isDefault=true, wifiTestReported=true, receivedInetCondition=-1, hideDuringMobileSwitching=false
07-07 20:57:53.954	Samsung SM-G996B	Info	1400	SemWifiLinkQualityMonitor	Link Qos Query: 0.013 ms / 627.025 Mbps (866 / 0.004 / 1.000)
07-07 20:57:53.952	Samsung SM-G996B	Debug	1400	SemWifiUsabilityStatsMonitor	onWifiUsabilityStats - seqNum 5772, isSameBssidAndFreq true
07-07 20:57:53.446	Samsung SM-G996B	Debug	3101	SensorManager	unregisterListener
07-07 20:57:53.444	Samsung SM-G996B	Info	943	Sensors	disable:: pressure_sensor(3)
07-07 20:57:53.441	Samsung SM-G996B	Info	943	Sensors	PressureSensor old sensor_state 67387937, new sensor_state : 1548129619165697 en : 0
07-07 20:57:53.439	Samsung SM-G996B	Debug	1400	SensorService	Calling activate off 6
07-07 20:57:53.213	Samsung SM-G996B	Info	4446	SDHMS:D	SIOP:: AP:392 BAT:364 USB:340 CHG:399 PA:385 CP:388 WIFI:388 CF:378 BLK:0 SUBBAT:0 SKIN:368 SKINF:360 SKINB:362 LRP:362 LRP2:368 LRF:360 LRB:362 LRF2:368 LRB2:366 AP2:367 CHG2:366 MEM2:368 WIFI2:367 RCV2:364 SPK2:336 FCAM:340 UPSPK:378 DNSPK:339 
07-07 20:57:52.908	Samsung SM-G996B	Debug	1265	gpsd	WakeLock(Release,GPSD)
07-07 20:57:52.842	Samsung SM-G996B	Debug	1400	SLocation	CommonCoreManager - received Extra Data from core, len : 5
07-07 20:57:52.841	Samsung SM-G996B	Debug	1400	SLocation	ARDistanceLibManager - command callback received - CURRENT_LOCATION_REQUEST_DISTANCE ERROR CODE : ERROR_NONE
07-07 20:57:52.841	Samsung SM-G996B	Debug	1400	SLocation	GeofenceCoreManager - handleCommandCallback - UNKNOWN_CALLBACK 34 SUCCESS
07-07 20:57:52.841	Samsung SM-G996B	Debug	1400	SLocation	GeofenceCoreManager - received Extra Data from core, len : 5
07-07 20:57:52.841	Samsung SM-G996B	Debug	1400	SLocation	SingleLastLocation - handleOnUpdateLastLocation 3
07-07 20:57:52.841	Samsung SM-G996B	Info	1400	SLocation	SemContextParser - packet : [2, 34, 0, 0, 0]
07-07 20:57:52.841	Samsung SM-G996B	Info	1400	SLocation	SemContextParser -  packet Length : 5packet total size : 10
07-07 20:57:52.841	Samsung SM-G996B	Info	1400	SLocation	SemContextParser -  parse start : 3
07-07 20:57:52.841	Samsung SM-G996B	Debug	1400	SLocation	TrackingReceiverFilter - update last gps location from core, dist : 3135.0
07-07 20:57:52.841	Samsung SM-G996B	Debug	1400	SLocation	TrackingReceiverFilter - sum of ar distance : 3135.0, update time : 80368390, gps loc time : 75451613
07-07 20:57:52.840	Samsung SM-G996B	Debug	1400	SLocation	SingleLastLocation - last locations is gps/6.0/3141.0, network/18.683/18.683, fused/544.426/544.426
07-07 20:57:52.840	Samsung SM-G996B	Debug	1400	SLocation	TrackingReceiverFilterFmm - sum of ar distance : 11896.0, update time : 80368389, gps loc time : 75265719
07-07 20:57:52.840	Samsung SM-G996B	Debug	1400	SLocation	SLocationCoreSem - SemContextChanged type = 47, packet received
07-07 20:57:52.840	Samsung SM-G996B	Debug	1400	SemContextManager	onSemContextChanged() : event = SLocation Core
07-07 20:57:52.840	Samsung SM-G996B	Debug	1400	SemContextService	Service.updateContext() : service = SLocation Core
07-07 20:57:52.839	Samsung SM-G996B	Info	1400	CAE	parse(SLocationRunner.java:96) - SLocationRunner parse end:10
07-07 20:57:52.839	Samsung SM-G996B	Debug	1400	SLocation	SCurrentLocationManager - handleCurrentLocationCoreDistance 0.0
07-07 20:57:52.839	Samsung SM-G996B	Debug	1400	SLocation	CommonCoreManager - received Extra Data from core, len : 33
07-07 20:57:52.839	Samsung SM-G996B	Info	1400	CAE	display(ContextProvider.java:391) - ExtraDataArray=[1, 1, 55, 0, 5, 2, 34, 0, 0, 0]
07-07 20:57:52.839	Samsung SM-G996B	Debug	1400	SLocation	ARDistanceGetARDistance - convertSensorHubTimeToElapsedTime 75452549
07-07 20:57:52.839	Samsung SM-G996B	Debug	1400	CAE	display(ContextProvider.java:375) - ================= SLOCATION_RUNNER =================
07-07 20:57:52.839	Samsung SM-G996B	Debug	1400	SLocation	GeofenceCoreManager - received Extra Data from core, len : 33
07-07 20:57:52.839	Samsung SM-G996B	Info	1400	SLocation	SemContextParser - packet : [33, 0, 0, 0, 0, 0, 0, 1, -119, 49, 53, -51, -56, 27, -36, -115, -96, 14, 24, 60, 0, 0, 0, 0, 6, 3, -38, -98, 56, 0, 0, 12, 63]
07-07 20:57:52.839	Samsung SM-G996B	Info	1400	CAE	parse(SLocationRunner.java:88) - SLocationRunner parse start : 3
07-07 20:57:52.839	Samsung SM-G996B	Info	1400	SLocation	SemContextParser -  packet Length : 33packet total size : 38
07-07 20:57:52.839	Samsung SM-G996B	Info	1400	SLocation	SemContextParser -  parse start : 3
07-07 20:57:52.838	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:201) - 1, 1, 55, 0, 5, 2, 34, 0, 0, 0,
07-07 20:57:52.838	Samsung SM-G996B	Debug	1400	SLocation	SLocationCoreSem - SemContextChanged type = 47, packet received
07-07 20:57:52.838	Samsung SM-G996B	Debug	1400	SemContextManager	onSemContextChanged() : event = SLocation Core
07-07 20:57:52.838	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:190) - buffer size = 10
07-07 20:57:52.838	Samsung SM-G996B	Debug	1400	SemContextService	Service.updateContext() : service = SLocation Core
07-07 20:57:52.838	Samsung SM-G996B	Debug	1400	CAE	onGetSensorHubData(SensorHubParserProvider.java:89) - onGetSensorHubData Event [event buffer len :10], AP_WAKEUP
07-07 20:57:52.838	Samsung SM-G996B	Info	1400	CAE	parse(SLocationRunner.java:96) - SLocationRunner parse end:38
07-07 20:57:52.838	Samsung SM-G996B	Info	1400	CAE	display(ContextProvider.java:391) - ExtraDataArray=[1, 1, 55, 0, 33, 33, 0, 0, 0, 0, 0, 0, 1, -119, 49, 53, -51, -56, 27, -36, -115, -96, 14, 24, 60, 0, 0, 0, 0, 6, 3, -38, -98, 56, 0, 0, 12, 63]
07-07 20:57:52.837	Samsung SM-G996B	Debug	1400	CAE	display(ContextProvider.java:375) - ================= SLOCATION_RUNNER =================
07-07 20:57:52.837	Samsung SM-G996B	Info	1400	CAE	parse(SLocationRunner.java:88) - SLocationRunner parse start : 3
07-07 20:57:52.837	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:201) - 1, 1, 55, 0, 33, 33, 0, 0, 0, 0, 0, 0, 1, -119, 49, 53, -51, -56, 27, -36, -115, -96, 14, 24, 60, 0, 0, 0, 0, 6, 3, -38, -98, 56, 0, 0, 12, 63,
07-07 20:57:52.837	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:190) - buffer size = 38
07-07 20:57:52.836	Samsung SM-G996B	Debug	1400	CAE	onGetSensorHubData(SensorHubParserProvider.java:89) - onGetSensorHubData Event [event buffer len :38], AP_WAKEUP
07-07 20:57:52.829	Samsung SM-G996B	Debug	1400	SLocation	CommonCoreManager - handleCommandCallback - FUNC_TYPE : SET_LOCATION ERROR_CODE : ERROR_NONE
07-07 20:57:52.829	Samsung SM-G996B	Debug	1400	SLocation	CommonCoreManager - received Extra Data from core, len : 5
07-07 20:57:52.829	Samsung SM-G996B	Debug	1400	SLocation	GeofenceCoreManager - handleCommandCallback - UNKNOWN_CALLBACK 2 SUCCESS
07-07 20:57:52.829	Samsung SM-G996B	Debug	1400	SLocation	GeofenceCoreManager - received Extra Data from core, len : 5
07-07 20:57:52.828	Samsung SM-G996B	Info	1400	SLocation	SemContextParser - packet : [2, 2, 0, 0, 0]
07-07 20:57:52.828	Samsung SM-G996B	Info	1400	SLocation	SemContextParser -  packet Length : 5packet total size : 10
07-07 20:57:52.828	Samsung SM-G996B	Info	1400	SLocation	SemContextParser -  parse start : 3
07-07 20:57:52.828	Samsung SM-G996B	Debug	1400	SLocation	SLocationCoreSem - SemContextChanged type = 47, packet received
07-07 20:57:52.828	Samsung SM-G996B	Debug	1400	SemContextManager	onSemContextChanged() : event = SLocation Core
07-07 20:57:52.827	Samsung SM-G996B	Debug	1400	SemContextService	Service.updateContext() : service = SLocation Core
07-07 20:57:52.827	Samsung SM-G996B	Info	1400	CAE	parse(SLocationRunner.java:96) - SLocationRunner parse end:10
07-07 20:57:52.827	Samsung SM-G996B	Info	1400	CAE	display(ContextProvider.java:391) - ExtraDataArray=[1, 1, 55, 0, 5, 2, 2, 0, 0, 0]
07-07 20:57:52.826	Samsung SM-G996B	Debug	1400	CAE	display(ContextProvider.java:375) - ================= SLOCATION_RUNNER =================
07-07 20:57:52.826	Samsung SM-G996B	Info	1400	CAE	parse(SLocationRunner.java:88) - SLocationRunner parse start : 3
07-07 20:57:52.825	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:201) - 1, 1, 55, 0, 5, 2, 2, 0, 0, 0,
07-07 20:57:52.825	Samsung SM-G996B	Info	1400	CAE	parse(SensorHubParserProvider.java:190) - buffer size = 10
07-07 20:57:52.825	Samsung SM-G996B	Debug	1400	CAE	onGetSensorHubData(SensorHubParserProvider.java:89) - onGetSensorHubData Event [event buffer len :10], AP_WAKEUP
07-07 20:57:52.824	Samsung SM-G996B	Debug	1400	SemContextService	unlock : changeParameters
  .changeParameters : listener = com.samsung.android.location.semcontext.a@a98ecb5, service=SLocation Core
07-07 20:57:52.824	Samsung SM-G996B	Warning	1400	CAE	setCAProperty(ContextAwareService.java:519) - [setProperty 02] Mutex is unlocked for SLOCATION_RUNNER
07-07 20:57:52.824	Samsung SM-G996B	Debug	943	Sensors	SContext Data Injection return 4
07-07 20:57:52.822	Samsung SM-G996B	Error	943	Sensors	inject_scontext_data: New ssp_data_injection_fd(43)
07-07 20:57:52.822	Samsung SM-G996B	Debug	943	Sensors	c1 17 37 22  
07-07 20:57:52.822	Samsung SM-G996B	Debug	1400	SensorService	setSContextDataLocked 223717c1
07-07 20:57:52.822	Samsung SM-G996B	Debug	1400	SensorService	setSContextDataLocked ints length 2 , byte length 4
07-07 20:57:52.821	Samsung SM-G996B	Info	1400	CAE	setPropertyValue(SLocationRunner.java:116) - SLocationRunner setProperty header : 34, len : 1
07-07 20:57:52.821	Samsung SM-G996B	Warning	1400	CAE	setCAProperty(ContextAwareService.java:513) - [setProperty 01] Mutex is locked for SLOCATION_RUNNER
07-07 20:57:52.820	Samsung SM-G996B	Debug	1400	SemContext.CaeProvider.LocationCoreImpl	setAttribute() mode : 0 action : 23
07-07 20:57:52.820	Samsung SM-G996B	Debug	1400	SemContextService	lock : changeParameters
07-07 20:57:52.820	Samsung SM-G996B	Debug	1400	SemContextLocationCoreAttribute	setAttribute() mode : 0 action : 23
07-07 20:57:52.820	Samsung SM-G996B	Debug	1400	SLocation	SLocationCoreSem - send to coreSem, packet length : 1 / [34]
07-07 20:57:52.820	Samsung SM-G996B	Debug	1400	SLocation	ARDistanceLibManager - request distance diff to AR Distance Library
07-07 20:57:52.819	Samsung SM-G996B	Debug	1400	SemContextService	unlock : changeParameters
  .changeParameters : listener = com.samsung.android.location.semcontext.a@a98ecb5, service=SLocation Core
07-07 20:57:52.819	Samsung SM-G996B	Warning	1400	CAE	setCAProperty(ContextAwareService.java:519) - [setProperty 02] Mutex is unlocked for SLOCATION_RUNNER
07-07 20:57:52.819	Samsung SM-G996B	Debug	943	Sensors	SContext Data Injection return 26
07-07 20:57:52.815	Samsung SM-G996B	Error	943	Sensors	inject_scontext_data: New ssp_data_injection_fd(43)
07-07 20:57:52.815	Samsung SM-G996B	Debug	943	Sensors	02 00 00 01 89 31 80 cf ca 00  
07-07 20:57:52.815	Samsung SM-G996B	Debug	943	Sensors	c1 17 37 02 1b dc 92 44 0e 18 39 6e 00 00 00 12  
07-07 20:57:52.815	Samsung SM-G996B	Debug	1400	SensorService	setSContextDataLocked 23717c1
07-07 20:57:52.815	Samsung SM-G996B	Debug	1400	SensorService	setSContextDataLocked ints length 8 , byte length 26
07-07 20:57:52.814	Samsung SM-G996B	Info	1400	CAE	setPropertyValue(SLocationRunner.java:116) - SLocationRunner setProperty header : 2, len : 23
07-07 20:57:52.813	Samsung SM-G996B	Warning	1400	CAE	setCAProperty(ContextAwareService.java:513) - [setProperty 01] Mutex is locked for SLOCATION_RUNNER
07-07 20:57:52.813	Samsung SM-G996B	Debug	1400	SemContext.CaeProvider.LocationCoreImpl	setAttribute() mode : 0 action : 23
07-07 20:57:52.813	Samsung SM-G996B	Debug	1400	SemContextService	lock : changeParameters
07-07 20:57:52.813	Samsung SM-G996B	Debug	1400	SemContextLocationCoreAttribute	setAttribute() mode : 0 action : 23
07-07 20:57:52.813	Samsung SM-G996B	Debug	1400	SLocation	SLocationCoreSem - send to coreSem, packet length : 23 / [2, 27, 220, 146, 68, 14, 24, 57, 110, 0, 0, 0, 18, 2, 0, 0, 1, 137, 49, 128, 207, 202, 0]
07-07 20:57:52.812	Samsung SM-G996B	Info	1400	SLocation	GeofenceLocationFilter - alarm set, next time to send location : 80372924, com.samsung.android.location.geofence.geopoint.d@abaa66d
07-07 20:57:52.812	Samsung SM-G996B	Debug	1400	SLocation	GeofenceLocationFilter - location sent before 1437, need to filter / provider : network, accuracy : 18.683
07-07 20:57:52.812	Samsung SM-G996B	Debug	1400	SLocation	ARDistanceBigData - BIGDATA ARD - receive location
07-07 20:57:52.812	Samsung SM-G996B	Debug	1400	SLocation	PositionManager - PassiveonLocationChanged network 1688752672714
07-07 20:57:52.811	Samsung SM-G996B	Error	1400	AppOps	attributionTag SLocationService not declared in manifest of android
07-07 20:57:52.807	Samsung SM-G996B	Debug	1265	gpsd	WakeLock(Acquire,GPSD)
07-07 20:57:52.806	Samsung SM-G996B	Info	3018	NlpMonitor_FLP	monitorNlp, package=com.google.android.as/ interval=21600000
07-07 20:57:52.806	Samsung SM-G996B	Verbose	1400	LocationManagerService	passive provider registration 1000/android[SensorNotificationService]/993608DF dropped delivery - too close
07-07 20:57:52.806	Samsung SM-G996B	Verbose	1400	LocationManagerService	passive provider registration 5023/com.samsung.android.networkdiagnostic/4FDF9C6D dropped delivery - too close
